,epoch,z,ielement,atwt,alat,ibar,rho0,re,alpha,b0,b1,b2,b3,esub,asub,t1,t2,t3,rozero,rc,delr,zbl,attrac,repuls,Cmin,Cmax,Ec,lattice_constant_fcc,bulk_modulus_fcc,c44_fcc,c12_fcc,c11_fcc,cohesive_energy_fcc
10,90,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.264028072357178,3.2905049324035645,1.883499026298523,4.165838718414307,2.654036045074463,3.8617751598358154,0.9740545153617859,0.36290138959884644,0.4321749806404114,-3.404536724090576,0.8742309212684631,4.68721866607666,0.11171847581863403,1.9199343919754028,0.017697451636195183,0.03752228990197182,0.9946346282958984,2.4453747272491455,4.572751522064209,3.4560165405273438,180.3386993408203,127.82246398925781,137.51649475097656,272.4865417480469,4.6738667488098145
11,100,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.276541233062744,3.1991584300994873,1.8538687229156494,4.119752407073975,2.6399738788604736,3.8801159858703613,0.9819638133049011,0.35141533613204956,0.5135987401008606,-2.7831146717071533,0.757673442363739,4.681702613830566,0.11535807698965073,2.3320224285125732,0.019716383889317513,0.03741822391748428,1.0075820684432983,2.423565149307251,4.5269775390625,3.4743878841400146,181.1517333984375,130.4151153564453,139.93260192871094,269.6270751953125,4.6242451667785645
12,110,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.293517112731934,3.107876777648926,1.8041456937789917,4.053919792175293,2.612713098526001,3.8818817138671875,0.992235541343689,0.3878766894340515,0.43620389699935913,-2.1688013076782227,0.5857658982276917,4.677631378173828,0.11773832887411118,2.786132574081421,0.020711291581392288,0.036244478076696396,1.0146563053131104,2.3897275924682617,4.464584827423096,3.505922317504883,180.73194885253906,131.81813049316406,140.5474395751953,266.3388366699219,4.542906761169434
13,120,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.315633296966553,3.0575335025787354,1.7395306825637817,3.9674644470214844,2.581463098526001,3.858490467071533,0.9974108934402466,0.426815927028656,0.3271639943122864,-1.791151762008667,0.4890230596065521,4.652787685394287,0.11938944458961487,3.1993541717529297,0.02069423906505108,0.035841330885887146,1.0063905715942383,2.3671419620513916,4.371877670288086,3.5196642875671387,182.84925842285156,133.14657592773438,142.6746826171875,267.20806884765625,4.485874652862549
14,130,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.330197811126709,3.0507733821868896,1.7052961587905884,3.872969388961792,2.5428316593170166,3.8305394649505615,0.9992944598197937,0.4766213297843933,0.19277817010879517,-1.5971505641937256,0.4960944354534149,4.628512382507324,0.12142739444971085,3.4846389293670654,0.02132352814078331,0.03599194437265396,0.9972655773162842,2.3568661212921143,4.299201965332031,3.5183420181274414,185.21920776367188,132.4422607421875,145.85464477539062,267.52813720703125,4.465870380401611
15,140,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.335313320159912,3.0556142330169678,1.6733683347702026,3.800429344177246,2.5073070526123047,3.811739206314087,1.002953052520752,0.5269431471824646,0.06100994721055031,-1.456105351448059,0.5298764109611511,4.613482475280762,0.12282472103834152,3.774240732192993,0.02230585552752018,0.03598015382885933,0.9939854145050049,2.348200798034668,4.253963470458984,3.5163426399230957,186.15304565429688,130.99868774414062,148.33839416503906,265.3598937988281,4.459217071533203
16,150,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.339712142944336,3.0416500568389893,1.6312044858932495,3.7673885822296143,2.486131191253662,3.7938292026519775,1.0066752433776855,0.5028654932975769,-0.009958441369235516,-1.28525710105896,0.5314566493034363,4.60542631149292,0.12343543022871017,4.0705037117004395,0.023137710988521576,0.0360085666179657,0.9977362751960754,2.3380892276763916,4.227610111236572,3.517120838165283,186.85987854003906,131.40518188476562,150.16958618164062,263.6690673828125,4.4595746994018555
17,160,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.341888427734375,3.0270674228668213,1.6020869016647339,3.746041774749756,2.4749205112457275,3.7865421772003174,1.010636806488037,0.481670081615448,-0.05060785636305809,-1.1563555002212524,0.5136922001838684,4.601665496826172,0.1238308995962143,4.297360897064209,0.02356443554162979,0.03595427796244621,1.0006580352783203,2.330310583114624,4.209671497344971,3.521578311920166,186.79177856445312,131.80740356445312,150.8055877685547,261.9872131347656,4.452730655670166
18,170,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.343194007873535,3.021975517272949,1.59116792678833,3.730221748352051,2.4696192741394043,3.783324956893921,1.012673020362854,0.4798237681388855,-0.07028227299451828,-1.1002308130264282,0.5115979313850403,4.598362445831299,0.12413391470909119,4.400730133056641,0.02372760884463787,0.03597424551844597,1.0009434223175049,2.327218770980835,4.197577953338623,3.5230581760406494,186.8707275390625,131.79983520507812,151.20077514648438,261.3298034667969,4.447923183441162
19,180,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.343327045440674,3.022613048553467,1.5899893045425415,3.728092670440674,2.467759847640991,3.780637741088867,1.0126229524612427,0.48092716932296753,-0.0720783993601799,-1.0864065885543823,0.5198492407798767,4.5970025062561035,0.12416661530733109,4.405837535858154,0.02379157580435276,0.035999845713377,1.00078284740448,2.3269753456115723,4.193234920501709,3.521301507949829,187.019775390625,131.75799560546875,151.4341583251953,261.30810546875,4.44814920425415
20,190,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.343227863311768,3.0236425399780273,1.5925654172897339,3.7292191982269287,2.4684669971466064,3.7824161052703857,1.0123703479766846,0.4827808737754822,-0.06941216439008713,-1.096380591392517,0.5200139880180359,4.597131729125977,0.12419912219047546,4.387063026428223,0.023752862587571144,0.03600089251995087,1.0002559423446655,2.3275909423828125,4.1943488121032715,3.521275758743286,187.01783752441406,131.70767211914062,151.36212158203125,261.45086669921875,4.448239326477051
21,200,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342909812927246,3.0239202976226807,1.5946801900863647,3.7332146167755127,2.4696719646453857,3.784823417663574,1.0120466947555542,0.4810759425163269,-0.06423323601484299,-1.106198787689209,0.5170983672142029,4.5980682373046875,0.12417718023061752,4.365784645080566,0.023707596585154533,0.035984065383672714,1.0000836849212646,2.328152894973755,4.197200775146484,3.5216100215911865,186.94029235839844,131.7416534423828,151.19708251953125,261.5508117675781,4.448719024658203
22,210,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342709064483643,3.0245306491851807,1.5963324308395386,3.7353949546813965,2.470313310623169,3.7865824699401855,1.0117732286453247,0.4800552725791931,-0.059998687356710434,-1.1133339405059814,0.5170744061470032,4.598505973815918,0.12417060136795044,4.349847793579102,0.023680679500102997,0.03598480299115181,0.9998338222503662,2.328709840774536,4.198755741119385,3.5215237140655518,186.9205322265625,131.74745178222656,151.12197875976562,261.6466369628906,4.449465274810791
23,220,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342680931091309,3.0250298976898193,1.5973808765411377,3.7350914478302,2.4704623222351074,3.787961721420288,1.0117000341415405,0.4800688624382019,-0.0575067363679409,-1.1163976192474365,0.5182967782020569,4.59839391708374,0.1241997629404068,4.343294620513916,0.023663846775889397,0.035997096449136734,0.9994589686393738,2.329106330871582,4.198672294616699,3.521407127380371,186.93362426757812,131.7219696044922,151.10890197753906,261.7088623046875,4.449703693389893
24,230,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.3426618576049805,3.0248773097991943,1.5974326133728027,3.734602689743042,2.470360040664673,3.7889623641967773,1.0117512941360474,0.4787828326225281,-0.05531531199812889,-1.1139189004898071,0.5189408659934998,4.598240375518799,0.12422320991754532,4.3436384201049805,0.02365785837173462,0.03600551187992096,0.9992403388023376,2.3292319774627686,4.197906017303467,3.521358013153076,186.9332733154297,131.72669982910156,151.103759765625,261.7054138183594,4.449615001678467
25,240,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342690944671631,3.024582862854004,1.5971850156784058,3.73354434967041,2.470158815383911,3.790081262588501,1.0118699073791504,0.47731107473373413,-0.05358582362532616,-1.1105834245681763,0.5193341374397278,4.598022937774658,0.12425731122493744,4.347316265106201,0.023654526099562645,0.03601613640785217,0.9990203380584717,2.3293025493621826,4.196965217590332,3.521430730819702,186.93357849121094,131.73126220703125,151.10604858398438,261.6865234375,4.449471950531006
26,250,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342714786529541,3.0244221687316895,1.596982717514038,3.732438325881958,2.4699110984802246,3.791207790374756,1.0119683742523193,0.47592681646347046,-0.05184512957930565,-1.1076825857162476,0.5201415419578552,4.597790241241455,0.12429128587245941,4.35048770904541,0.023653049021959305,0.03602864220738411,0.9987860321998596,2.3294129371643066,4.196051597595215,3.521436929702759,186.9392547607422,131.73086547851562,151.11575317382812,261.671142578125,4.449478626251221
27,260,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.3427276611328125,3.0243020057678223,1.5969045162200928,3.7314741611480713,2.469712257385254,3.792361259460449,1.012048363685608,0.4745931029319763,-0.049897607415914536,-1.105175495147705,0.5209782719612122,4.597574234008789,0.12432356178760529,4.352557182312012,0.02364959754049778,0.036040835082530975,0.9985383749008179,2.32955002784729,4.195196151733398,3.5214226245880127,186.94476318359375,131.7301025390625,151.12161254882812,261.6632995605469,4.449489593505859
28,270,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342737197875977,3.024167776107788,1.5969191789627075,3.730614423751831,2.469576358795166,3.793583869934082,1.0121229887008667,0.473261296749115,-0.04778331145644188,-1.1029670238494873,0.5216415524482727,4.597381591796875,0.12435570359230042,4.3539557456970215,0.023643437772989273,0.03605230152606964,0.9982794523239136,2.329700231552124,4.194404602050781,3.521433115005493,186.9477081298828,131.7304229736328,151.12059020996094,261.66082763671875,4.449456691741943
29,280,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342736721038818,3.024055242538452,1.5969700813293457,3.729842185974121,2.469452142715454,3.794834852218628,1.0121878385543823,0.4718920588493347,-0.0455588661134243,-1.100920557975769,0.5223296284675598,4.5972065925598145,0.12438637018203735,4.354891777038574,0.023636918514966965,0.0360635444521904,0.9980190396308899,2.329864025115967,4.193661689758301,3.521432638168335,186.94956970214844,131.7311248779297,151.1176300048828,261.65948486328125,4.4494547843933105
30,290,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342737197875977,3.023965358734131,1.5970385074615479,3.729030132293701,2.469322919845581,3.796121120452881,1.0122519731521606,0.4705430865287781,-0.04332178458571434,-1.0989928245544434,0.5230700373649597,4.597026348114014,0.12441807240247726,4.355772495269775,0.02363029308617115,0.03607526421546936,0.9977486729621887,2.330038070678711,4.192919731140137,3.521430253982544,186.9521026611328,131.7303924560547,151.1153106689453,261.6590881347656,4.449470520019531
31,300,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342739105224609,3.0238614082336426,1.5970914363861084,3.7282021045684814,2.469189405441284,3.797419309616089,1.0123190879821777,0.4691464304924011,-0.04105251654982567,-1.096937894821167,0.5238115191459656,4.596841812133789,0.12445013225078583,4.356781482696533,0.02362368069589138,0.03608715906739235,0.9974762797355652,2.3302102088928223,4.192152976989746,3.5214285850524902,186.9547576904297,131.7303009033203,151.1132354736328,261.6581115722656,4.4494805335998535
32,310,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342742919921875,3.023745536804199,1.5971324443817139,3.7273433208465576,2.4690511226654053,3.7987329959869385,1.01239013671875,0.4677202105522156,-0.03876441344618797,-1.0947742462158203,0.5245549082756042,4.596650123596191,0.12448292225599289,4.357937812805176,0.023617008700966835,0.036099258810281754,0.9971997141838074,2.330380916595459,4.191357135772705,3.5214297771453857,186.9575653076172,131.73043823242188,151.11141967773438,261.6565856933594,4.449481010437012
33,320,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342747688293457,3.0236291885375977,1.5971686840057373,3.7264604568481445,2.4689066410064697,3.8000638484954834,1.0124629735946655,0.4662742018699646,-0.036457475274801254,-1.0925543308258057,0.5253216624259949,4.5964531898498535,0.12451623380184174,4.359163284301758,0.02361035905778408,0.036111582070589066,0.9969185590744019,2.3305530548095703,4.190542697906494,3.5214295387268066,186.96047973632812,131.7303924560547,151.10997009277344,261.6545104980469,4.44948148727417
34,330,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342752456665039,3.0235116481781006,1.5972027778625488,3.7255637645721436,2.468759059906006,3.8014137744903564,1.012536883354187,0.46480387449264526,-0.034121688455343246,-1.0902999639511108,0.5261022448539734,4.596254348754883,0.12454991787672043,4.360422134399414,0.023603640496730804,0.036124080419540405,0.9966332912445068,2.3307273387908936,4.189716815948486,3.5214293003082275,186.9634246826172,131.73033142089844,151.10858154296875,261.65228271484375,4.449483871459961
35,340,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342757225036621,3.0233917236328125,1.597238302230835,3.7246549129486084,2.468611001968384,3.802783966064453,1.012611985206604,0.4633113741874695,-0.031755026429891586,-1.0880200862884521,0.5268893837928772,4.596052646636963,0.12458398938179016,4.361694812774658,0.023596756160259247,0.03613673523068428,0.9963434934616089,2.330904245376587,4.18887996673584,3.5214297771453857,186.96640014648438,131.73031616210938,151.1070556640625,261.650146484375,4.449485778808594
36,350,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342762470245361,3.023271083831787,1.5972753763198853,3.723736047744751,2.468461751937866,3.8041725158691406,1.0126876831054688,0.46179789304733276,-0.029356297105550766,-1.0857149362564087,0.5276885628700256,4.59584903717041,0.12461841851472855,4.362968444824219,0.0235897246748209,0.03614955022931099,0.9960492253303528,2.3310840129852295,4.188033103942871,3.5214297771453857,186.96937561035156,131.73028564453125,151.10545349121094,261.6480407714844,4.449487686157227
37,360,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.34276819229126,3.0231497287750244,1.597313642501831,3.7228050231933594,2.468311071395874,3.805579900741577,1.01276433467865,0.4602646231651306,-0.026928599923849106,-1.0833855867385864,0.5284989476203918,4.595643043518066,0.12465321272611618,4.364255428314209,0.023582560941576958,0.036162540316581726,0.9957504868507385,2.331265926361084,4.187175750732422,3.5214295387268066,186.972412109375,131.73023986816406,151.10379028320312,261.64599609375,4.449490070343018
38,370,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342773914337158,3.023026704788208,1.5973519086837769,3.7218616008758545,2.4681589603424072,3.8070054054260254,1.0128419399261475,0.4587089419364929,-0.024473126977682114,-1.0810256004333496,0.5293195843696594,4.595434665679932,0.12468831241130829,4.365563869476318,0.023575277999043465,0.0361756831407547,0.99544757604599,2.3314502239227295,4.186306953430176,3.5214295387268066,186.97547912597656,131.73020935058594,151.1021270751953,261.6439208984375,4.449492454528809
39,380,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342780113220215,3.022901773452759,1.5973901748657227,3.7209057807922363,2.4680049419403076,3.808448314666748,1.0129204988479614,0.4571334719657898,-0.021991785615682602,-1.0786367654800415,0.530150830745697,4.595223903656006,0.12472376972436905,4.366894245147705,0.02356787957251072,0.036188989877700806,0.9951403737068176,2.331636428833008,4.185427188873291,3.5214295387268066,186.97860717773438,131.73019409179688,151.10043334960938,261.6418151855469,4.449495315551758
40,390,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.3427863121032715,3.022775650024414,1.5974282026290894,3.719938278198242,2.4678494930267334,3.8099091053009033,1.0130001306533813,0.4555363059043884,-0.01948433741927147,-1.0762169361114502,0.5309929251670837,4.595010280609131,0.12475956976413727,4.368244171142578,0.02356036752462387,0.03620244562625885,0.994828999042511,2.331824779510498,4.184536457061768,3.5214295387268066,186.98175048828125,131.7301483154297,151.0987091064453,261.6396484375,4.449497699737549
41,400,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.3427934646606445,3.0226478576660156,1.5974661111831665,3.7189576625823975,2.4676923751831055,3.811386823654175,1.0130808353424072,0.45391935110092163,-0.01695149764418602,-1.0737690925598145,0.5318451523780823,4.594794273376465,0.12479568272829056,4.369617462158203,0.02355273626744747,0.03621606156229973,0.9945135116577148,2.332015037536621,4.1836347579956055,3.5214295387268066,186.9849395751953,131.73013305664062,151.0970001220703,261.6374816894531,4.449499607086182
42,410,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342800617218018,3.022519111633301,1.5975040197372437,3.717966079711914,2.467533826828003,3.8128812313079834,1.0131624937057495,0.4522823691368103,-0.01439648400992155,-1.0712957382202148,0.5327078700065613,4.594576358795166,0.12483211606740952,4.371009349822998,0.02354498766362667,0.03622982278466225,0.9941939115524292,2.332207441329956,4.182723045349121,3.5214295387268066,186.98817443847656,131.73007202148438,151.0952606201172,261.63525390625,4.449501991271973
43,420,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342808246612549,3.0223886966705322,1.5975419282913208,3.7169628143310547,2.4673736095428467,3.814392566680908,1.0132451057434082,0.45062464475631714,-0.011814768426120281,-1.068790316581726,0.5335803627967834,4.594355583190918,0.12486885488033295,4.372419834136963,0.023537129163742065,0.03624372556805611,0.9938702583312988,2.3324015140533447,4.181800842285156,3.5214295387268066,186.99142456054688,131.7300567626953,151.09349060058594,261.6330261230469,4.449504375457764
44,430,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.34281587600708,3.022257089614868,1.5975797176361084,3.7159483432769775,2.467211961746216,3.81592059135437,1.0133285522460938,0.44894784688949585,-0.009208734147250652,-1.0662602186203003,0.534463107585907,4.594132900238037,0.12490590661764145,4.373850345611572,0.023529155179858208,0.036257773637771606,0.9935426712036133,2.3325979709625244,4.180868625640869,3.5214295387268066,186.9947052001953,131.72999572753906,151.09169006347656,261.6307373046875,4.449507236480713
45,440,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342824459075928,3.0221238136291504,1.5976173877716064,3.7149221897125244,2.4670488834381104,3.817464590072632,1.0134129524230957,0.44725126028060913,-0.006580050569027662,-1.063703179359436,0.535355269908905,4.593908309936523,0.12494324147701263,4.375297546386719,0.023521067574620247,0.03627195954322815,0.993211030960083,2.332796096801758,4.179925918579102,3.5214295387268066,186.998046875,131.72998046875,151.0898895263672,261.6285095214844,4.449509620666504
46,450,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342833042144775,3.021989583969116,1.5976550579071045,3.7138853073120117,2.4668846130371094,3.8190245628356934,1.013498306274414,0.4455356001853943,-0.003930147271603346,-1.0611205101013184,0.5362573266029358,4.5936808586120605,0.1249808743596077,4.376763343811035,0.023512862622737885,0.036286283284425735,0.9928753972053528,2.332996129989624,4.17897367477417,3.5214293003082275,187.0014190673828,131.7299346923828,151.0880584716797,261.6261901855469,4.449512481689453
47,460,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342842102050781,3.0218539237976074,1.5976922512054443,3.7128381729125977,2.466719150543213,3.8206000328063965,1.0135844945907593,0.4438006281852722,-0.001258309232071042,-1.0585118532180786,0.5371684432029724,4.593451499938965,0.12501877546310425,4.37824821472168,0.02350453846156597,0.036300744861364365,0.9925358891487122,2.333197832107544,4.178011417388916,3.5214293003082275,187.00482177734375,131.72991943359375,151.08621215820312,261.6239013671875,4.449514865875244
48,470,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342851638793945,3.0217173099517822,1.597729206085205,3.711779832839966,2.466552257537842,3.8221912384033203,1.0136715173721313,0.4420475363731384,0.001435939921066165,-1.0558788776397705,0.5380895733833313,4.593220233917236,0.12505695223808289,4.379751205444336,0.023496096953749657,0.03631533682346344,0.9921923875808716,2.3334014415740967,4.17703914642334,3.5214293003082275,187.0082550048828,131.72987365722656,151.08436584472656,261.62152099609375,4.449517726898193
49,480,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342861652374268,3.0215792655944824,1.5977659225463867,3.7107112407684326,2.466384172439575,3.8237977027893066,1.0137594938278198,0.4402760863304138,0.004150096792727709,-1.0532211065292358,0.5390191674232483,4.592986583709717,0.125095397233963,4.381271839141846,0.023487547412514687,0.03633005917072296,0.9918450117111206,2.333606719970703,4.176058292388916,3.5214293003082275,187.01171875,131.72982788085938,151.08245849609375,261.6191711425781,4.449520587921143
50,490,12.0,-7.035302473923366e-08,58.689998626708984,3.521389961242676,3.0,1.0,2.490000009536743,5.342872142791748,3.021440267562866,1.5978025197982788,3.709632635116577,2.466214656829834,3.8254191875457764,1.0138481855392456,0.4384860396385193,0.006883565802127123,-1.0505397319793701,0.5399578213691711,4.5927510261535645,0.12513409554958344,4.382810115814209,0.02347889170050621,0.03634490817785263,0.9914939403533936,2.3338136672973633,4.17506742477417,3.5214293003082275,187.0152130126953,131.72979736328125,151.08056640625,261.61676025390625,4.449522972106934
